,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,class,predicted
10152,<= 34,student,single,secondary,no,(235 - 1158],yes,no,unknown,<= 11,may,> 2,-1,0,unknown,0,0
10153,<= 34,blue-collar,married,secondary,no,<= 235,no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,0,1
10154,(34 - 45],admin.,married,secondary,no,<= 235,yes,yes,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10155,<= 34,technician,married,tertiary,no,> 1158,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10156,(34 - 45],self-employed,married,secondary,no,<= 235,no,no,cellular,(11 - 20],aug,> 2,-1,0,unknown,0,0
10157,(34 - 45],management,married,tertiary,no,> 1158,yes,no,cellular,<= 11,feb,> 2,80,15,failure,0,1
10158,(34 - 45],blue-collar,married,unknown,no,(235 - 1158],yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
10159,(34 - 45],entrepreneur,married,secondary,no,(235 - 1158],yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10160,(34 - 45],management,single,tertiary,no,<= 235,no,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
10161,(34 - 45],blue-collar,married,primary,no,(235 - 1158],yes,yes,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10162,<= 34,blue-collar,married,secondary,no,> 1158,yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
10163,(34 - 45],technician,married,secondary,no,<= 235,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10164,<= 34,blue-collar,single,secondary,no,(235 - 1158],yes,no,cellular,<= 11,may,<= 2,342,4,other,0,0
10165,(34 - 45],technician,married,tertiary,no,<= 235,no,no,cellular,<= 11,aug,> 2,-1,0,unknown,0,0
10166,<= 34,blue-collar,married,secondary,no,> 1158,no,no,cellular,<= 11,sep,<= 2,91,4,failure,0,1
10167,<= 34,blue-collar,married,primary,no,<= 235,yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
10168,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,> 20,aug,<= 2,-1,0,unknown,0,1
10169,(34 - 45],admin.,married,secondary,no,<= 235,no,no,unknown,<= 11,may,> 2,-1,0,unknown,0,0
10170,(34 - 45],unemployed,divorced,secondary,no,(235 - 1158],no,no,cellular,> 20,jan,<= 2,169,3,failure,0,1
10171,<= 34,management,married,tertiary,no,<= 235,yes,yes,cellular,<= 11,feb,<= 2,-1,0,unknown,0,0
10172,<= 34,technician,single,secondary,no,> 1158,no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,1
10173,(34 - 45],housemaid,single,secondary,no,(235 - 1158],no,no,telephone,> 20,jan,<= 2,-1,0,unknown,0,0
10174,(34 - 45],housemaid,married,primary,no,> 1158,yes,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,1
10175,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,345,1,other,0,0
10176,<= 34,management,single,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,1
10177,(34 - 45],management,single,tertiary,no,> 1158,yes,no,telephone,(11 - 20],apr,> 2,150,6,failure,0,0
10178,(34 - 45],entrepreneur,married,primary,no,(235 - 1158],yes,no,telephone,> 20,jul,> 2,-1,0,unknown,0,0
10179,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,aug,<= 2,717,4,failure,0,1
10180,<= 34,technician,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],apr,<= 2,272,2,failure,0,0
10181,> 45,technician,married,secondary,no,(235 - 1158],yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
10182,> 45,blue-collar,married,secondary,no,(235 - 1158],yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10183,<= 34,technician,single,unknown,no,<= 235,yes,no,cellular,<= 11,may,> 2,367,1,other,0,0
10184,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10185,(34 - 45],admin.,single,secondary,no,> 1158,yes,no,cellular,(11 - 20],may,<= 2,350,1,failure,0,0
10186,> 45,services,married,tertiary,no,<= 235,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
10187,<= 34,blue-collar,single,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],apr,> 2,-1,0,unknown,0,0
10188,> 45,retired,divorced,secondary,no,> 1158,no,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,1
10189,(34 - 45],services,divorced,primary,no,<= 235,yes,yes,unknown,> 20,may,> 2,-1,0,unknown,0,0
10190,<= 34,self-employed,married,tertiary,no,> 1158,yes,no,cellular,(11 - 20],apr,> 2,271,2,failure,0,1
10191,> 45,management,married,tertiary,no,> 1158,no,no,telephone,<= 11,may,> 2,-1,0,unknown,0,0
10192,<= 34,services,single,secondary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10193,<= 34,technician,single,tertiary,no,> 1158,yes,no,cellular,(11 - 20],may,<= 2,175,3,other,0,0
10194,(34 - 45],services,married,secondary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10195,<= 34,technician,single,secondary,no,<= 235,no,no,cellular,<= 11,feb,> 2,-1,0,unknown,0,0
10196,> 45,admin.,single,unknown,no,(235 - 1158],yes,no,cellular,<= 11,may,> 2,-1,0,unknown,0,0
10197,(34 - 45],entrepreneur,married,primary,no,<= 235,yes,yes,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,0
10198,<= 34,management,married,tertiary,no,<= 235,yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
10199,(34 - 45],blue-collar,married,secondary,no,(235 - 1158],yes,yes,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,0
10200,(34 - 45],unemployed,married,secondary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
10201,(34 - 45],blue-collar,married,primary,no,(235 - 1158],yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
10202,> 45,management,single,tertiary,no,> 1158,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,1
10203,<= 34,services,single,secondary,no,(235 - 1158],no,no,unknown,<= 11,jul,<= 2,-1,0,unknown,0,0
10204,(34 - 45],technician,single,secondary,no,<= 235,yes,no,unknown,<= 11,may,> 2,-1,0,unknown,0,0
10205,> 45,blue-collar,married,primary,no,<= 235,yes,yes,cellular,(11 - 20],may,> 2,178,3,failure,0,0
10206,(34 - 45],services,divorced,secondary,no,<= 235,yes,no,cellular,(11 - 20],apr,> 2,-1,0,unknown,0,0
10207,(34 - 45],blue-collar,married,primary,no,<= 235,yes,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
10208,(34 - 45],management,divorced,tertiary,no,<= 235,yes,no,cellular,(11 - 20],may,> 2,-1,0,unknown,0,1
10209,> 45,blue-collar,married,secondary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10210,(34 - 45],self-employed,married,secondary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10211,> 45,blue-collar,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,aug,> 2,-1,0,unknown,0,0
10212,<= 34,blue-collar,married,secondary,no,<= 235,yes,yes,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10213,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,feb,<= 2,-1,0,unknown,0,1
10214,(34 - 45],self-employed,single,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
10215,(34 - 45],management,married,tertiary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
10216,<= 34,student,single,tertiary,no,(235 - 1158],yes,no,cellular,(11 - 20],may,<= 2,368,1,failure,0,0
10217,<= 34,technician,single,tertiary,no,<= 235,yes,no,cellular,> 20,aug,<= 2,-1,0,unknown,0,0
10218,<= 34,technician,married,tertiary,no,<= 235,no,no,cellular,> 20,aug,<= 2,-1,0,unknown,0,0
10219,(34 - 45],management,single,secondary,no,<= 235,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,0,0
10220,<= 34,technician,married,secondary,no,(235 - 1158],no,yes,cellular,(11 - 20],jul,> 2,-1,0,unknown,0,0
10221,(34 - 45],technician,married,secondary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
10222,<= 34,blue-collar,married,primary,no,<= 235,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10223,> 45,admin.,single,secondary,no,> 1158,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10224,(34 - 45],technician,married,secondary,no,> 1158,yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
10225,(34 - 45],entrepreneur,single,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,1
10226,(34 - 45],unemployed,single,secondary,no,> 1158,yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
10227,> 45,management,married,secondary,no,<= 235,no,no,telephone,<= 11,feb,> 2,189,12,success,0,1
10228,> 45,blue-collar,married,primary,no,<= 235,yes,yes,cellular,(11 - 20],nov,<= 2,162,1,failure,0,0
10229,(34 - 45],technician,single,tertiary,no,<= 235,no,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
10230,> 45,management,divorced,tertiary,no,<= 235,no,no,cellular,> 20,may,<= 2,-1,0,unknown,0,1
10231,<= 34,blue-collar,married,secondary,no,<= 235,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,0,0
10232,(34 - 45],admin.,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],jul,> 2,-1,0,unknown,0,0
10233,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
10234,> 45,admin.,single,primary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,322,5,other,0,0
10235,<= 34,admin.,divorced,secondary,no,<= 235,yes,yes,unknown,> 20,may,> 2,-1,0,unknown,0,0
10236,<= 34,blue-collar,married,primary,no,> 1158,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,0,0
10237,(34 - 45],services,divorced,unknown,no,> 1158,yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
10238,<= 34,services,single,secondary,no,(235 - 1158],yes,yes,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10239,<= 34,admin.,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,apr,> 2,-1,0,unknown,0,1
10240,(34 - 45],unemployed,single,secondary,no,> 1158,yes,no,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,0
10241,(34 - 45],services,married,secondary,no,<= 235,yes,yes,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10242,> 45,management,married,tertiary,no,<= 235,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
10243,<= 34,self-employed,divorced,tertiary,no,(235 - 1158],no,yes,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
10244,(34 - 45],management,married,secondary,no,<= 235,yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
10245,> 45,management,married,tertiary,no,> 1158,no,no,cellular,(11 - 20],nov,> 2,107,2,failure,0,1
10246,> 45,entrepreneur,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,0,1
10247,> 45,unemployed,married,secondary,no,> 1158,no,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
10248,(34 - 45],management,single,tertiary,no,(235 - 1158],yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10249,> 45,retired,married,secondary,no,> 1158,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10250,> 45,admin.,divorced,secondary,no,<= 235,yes,yes,cellular,<= 11,feb,<= 2,182,3,success,0,1
10251,> 45,services,married,secondary,no,(235 - 1158],no,yes,cellular,(11 - 20],nov,<= 2,117,3,failure,0,1
10252,(34 - 45],management,married,tertiary,no,<= 235,no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,0
10253,(34 - 45],technician,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],nov,<= 2,182,1,failure,0,0
10254,(34 - 45],management,married,tertiary,no,<= 235,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10255,(34 - 45],management,married,tertiary,no,<= 235,no,no,cellular,> 20,jan,<= 2,-1,0,unknown,0,0
10256,> 45,technician,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,1
10257,<= 34,blue-collar,married,secondary,no,<= 235,yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
10258,<= 34,technician,single,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],may,> 2,359,1,failure,0,0
10259,> 45,technician,married,secondary,no,(235 - 1158],no,no,telephone,> 20,jul,<= 2,-1,0,unknown,0,0
10260,> 45,blue-collar,divorced,secondary,no,(235 - 1158],yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10261,> 45,retired,single,primary,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10262,<= 34,technician,married,secondary,no,(235 - 1158],yes,no,cellular,> 20,jan,<= 2,270,1,other,0,0
10263,(34 - 45],management,married,tertiary,no,> 1158,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,1
10264,(34 - 45],admin.,single,unknown,no,(235 - 1158],yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10265,> 45,admin.,married,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
10266,<= 34,technician,married,secondary,no,<= 235,no,no,cellular,(11 - 20],aug,> 2,-1,0,unknown,0,0
10267,> 45,admin.,married,secondary,no,> 1158,no,no,telephone,> 20,jul,<= 2,-1,0,unknown,0,0
10268,(34 - 45],admin.,married,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],nov,> 2,133,1,failure,0,0
10269,(34 - 45],technician,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],aug,> 2,-1,0,unknown,0,0
10270,<= 34,services,single,secondary,no,<= 235,no,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
10271,(34 - 45],technician,married,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
10272,(34 - 45],blue-collar,married,primary,no,<= 235,yes,no,cellular,<= 11,feb,> 2,271,5,failure,0,0
10273,> 45,self-employed,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],nov,<= 2,174,2,failure,0,0
10274,<= 34,blue-collar,married,secondary,no,(235 - 1158],yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10275,<= 34,technician,single,tertiary,no,(235 - 1158],no,no,cellular,(11 - 20],jun,<= 2,-1,0,unknown,0,1
10276,<= 34,technician,single,secondary,no,<= 235,no,no,unknown,(11 - 20],aug,<= 2,-1,0,unknown,0,0
10277,<= 34,blue-collar,single,primary,no,(235 - 1158],no,no,cellular,> 20,nov,<= 2,-1,0,unknown,0,0
10278,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,no,cellular,<= 11,apr,<= 2,-1,0,unknown,0,0
10279,<= 34,technician,single,tertiary,no,<= 235,no,no,cellular,> 20,aug,<= 2,-1,0,unknown,0,0
10280,> 45,admin.,married,secondary,no,(235 - 1158],yes,yes,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10281,(34 - 45],technician,married,tertiary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10282,(34 - 45],technician,married,secondary,no,<= 235,yes,no,cellular,<= 11,may,> 2,-1,0,unknown,0,0
10283,> 45,management,married,tertiary,no,> 1158,no,no,telephone,> 20,aug,> 2,-1,0,unknown,0,0
10284,<= 34,technician,married,secondary,no,<= 235,yes,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
10285,> 45,services,married,primary,no,> 1158,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10286,<= 34,blue-collar,married,secondary,no,<= 235,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10287,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10288,<= 34,management,married,tertiary,no,> 1158,no,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,0
10289,<= 34,housemaid,married,tertiary,no,> 1158,no,no,cellular,> 20,may,<= 2,-1,0,unknown,0,1
10290,(34 - 45],blue-collar,married,primary,no,> 1158,yes,no,cellular,(11 - 20],apr,> 2,-1,0,unknown,0,1
10291,(34 - 45],technician,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,feb,<= 2,269,3,failure,0,0
10292,(34 - 45],blue-collar,single,secondary,no,(235 - 1158],no,no,cellular,<= 11,jul,> 2,-1,0,unknown,0,1
10293,<= 34,services,married,unknown,no,<= 235,yes,no,cellular,> 20,jul,> 2,-1,0,unknown,0,0
10294,<= 34,admin.,single,tertiary,no,<= 235,yes,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
10295,<= 34,self-employed,married,tertiary,no,> 1158,no,no,cellular,> 20,nov,> 2,-1,0,unknown,0,0
10296,> 45,technician,divorced,secondary,no,> 1158,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10297,<= 34,blue-collar,married,primary,no,(235 - 1158],yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10298,(34 - 45],admin.,single,secondary,no,<= 235,no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
10299,(34 - 45],management,married,tertiary,no,(235 - 1158],no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
10300,(34 - 45],management,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,feb,> 2,-1,0,unknown,0,0
10301,<= 34,self-employed,married,tertiary,no,<= 235,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
10302,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
10303,> 45,self-employed,married,tertiary,no,<= 235,yes,no,cellular,(11 - 20],apr,<= 2,148,4,failure,0,1
10304,> 45,management,married,unknown,no,<= 235,no,no,cellular,> 20,sep,<= 2,-1,0,unknown,0,1
10305,(34 - 45],admin.,single,secondary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,289,5,failure,0,1
10306,> 45,entrepreneur,divorced,secondary,no,<= 235,no,no,cellular,(11 - 20],aug,<= 2,-1,0,unknown,0,0
10307,(34 - 45],unemployed,married,secondary,no,> 1158,no,no,cellular,> 20,jan,<= 2,-1,0,unknown,0,0
10308,<= 34,blue-collar,married,primary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10309,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,1
10310,<= 34,blue-collar,single,secondary,no,> 1158,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10311,(34 - 45],management,married,tertiary,no,> 1158,no,no,cellular,> 20,jul,> 2,-1,0,unknown,0,0
10312,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,> 20,aug,<= 2,98,1,failure,0,1
10313,> 45,services,married,primary,no,<= 235,no,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10314,> 45,management,married,tertiary,no,(235 - 1158],yes,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
10315,<= 34,admin.,single,secondary,no,(235 - 1158],yes,yes,unknown,<= 11,jun,> 2,-1,0,unknown,0,0
10316,(34 - 45],services,married,secondary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,0,0
10317,<= 34,management,single,tertiary,no,(235 - 1158],no,yes,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
10318,<= 34,services,married,secondary,no,(235 - 1158],yes,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
10319,> 45,admin.,divorced,secondary,no,<= 235,yes,yes,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10320,(34 - 45],blue-collar,married,primary,no,(235 - 1158],yes,no,cellular,(11 - 20],apr,> 2,-1,0,unknown,0,0
10321,<= 34,technician,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
10322,> 45,management,married,tertiary,no,> 1158,yes,no,cellular,> 20,nov,<= 2,116,3,failure,0,0
10323,(34 - 45],entrepreneur,married,primary,no,<= 235,yes,no,unknown,(11 - 20],may,> 2,-1,0,unknown,0,0
10324,(34 - 45],management,married,secondary,no,<= 235,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
10325,(34 - 45],services,single,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,1
10326,(34 - 45],management,married,tertiary,no,> 1158,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
10327,<= 34,management,married,tertiary,no,> 1158,no,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,1
10328,<= 34,management,single,tertiary,no,<= 235,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
10329,> 45,blue-collar,married,primary,no,> 1158,no,no,cellular,<= 11,aug,> 2,-1,0,unknown,0,0
10330,(34 - 45],management,single,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,may,> 2,169,2,failure,0,0
10331,> 45,management,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,0
10332,<= 34,services,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
10333,> 45,retired,single,tertiary,no,> 1158,yes,no,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,0
10334,> 45,management,married,primary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10335,(34 - 45],blue-collar,married,primary,no,> 1158,yes,no,cellular,(11 - 20],apr,> 2,-1,0,unknown,0,0
10336,> 45,entrepreneur,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,0
10337,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10338,> 45,blue-collar,married,secondary,no,> 1158,yes,yes,cellular,<= 11,may,> 2,277,2,failure,0,0
10339,> 45,services,married,primary,no,(235 - 1158],no,no,telephone,(11 - 20],jul,<= 2,-1,0,unknown,0,0
10340,(34 - 45],services,married,secondary,no,<= 235,yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
10341,<= 34,admin.,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,feb,<= 2,-1,0,unknown,0,1
10342,> 45,retired,married,primary,no,> 1158,no,no,unknown,<= 11,jun,> 2,-1,0,unknown,0,0
10343,(34 - 45],blue-collar,divorced,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10344,(34 - 45],blue-collar,married,primary,no,<= 235,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10345,> 45,blue-collar,married,primary,no,> 1158,yes,yes,cellular,<= 11,feb,> 2,-1,0,unknown,0,0
10346,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10347,(34 - 45],technician,married,tertiary,no,<= 235,no,no,cellular,> 20,may,> 2,28,2,other,0,1
10348,<= 34,blue-collar,married,secondary,no,(235 - 1158],yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10349,> 45,blue-collar,married,primary,no,<= 235,yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
10350,<= 34,self-employed,married,tertiary,no,<= 235,no,no,cellular,(11 - 20],jul,> 2,-1,0,unknown,0,0
10351,<= 34,admin.,married,secondary,no,<= 235,yes,yes,cellular,(11 - 20],nov,> 2,-1,0,unknown,0,0
10352,> 45,management,married,tertiary,no,> 1158,no,no,telephone,> 20,jul,> 2,-1,0,unknown,0,0
10353,<= 34,admin.,single,secondary,no,<= 235,no,no,unknown,(11 - 20],aug,<= 2,-1,0,unknown,0,0
10354,> 45,blue-collar,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,0,0
10355,> 45,management,divorced,tertiary,no,<= 235,no,yes,cellular,> 20,aug,> 2,-1,0,unknown,0,0
10356,<= 34,technician,married,tertiary,no,<= 235,no,no,cellular,> 20,aug,<= 2,-1,0,unknown,0,0
10357,<= 34,blue-collar,married,secondary,no,<= 235,no,no,cellular,<= 11,jun,<= 2,-1,0,unknown,0,1
10358,<= 34,services,married,secondary,no,<= 235,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
10359,(34 - 45],services,married,secondary,no,(235 - 1158],no,no,cellular,> 20,jan,<= 2,-1,0,unknown,0,1
10360,> 45,blue-collar,married,secondary,no,> 1158,yes,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,1
10361,> 45,services,married,primary,no,<= 235,yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,0,0
10362,<= 34,housemaid,single,tertiary,no,(235 - 1158],no,no,telephone,> 20,jan,<= 2,-1,0,unknown,0,0
10363,<= 34,blue-collar,married,secondary,no,> 1158,no,no,cellular,(11 - 20],nov,> 2,-1,0,unknown,0,0
10364,> 45,admin.,divorced,secondary,no,<= 235,yes,yes,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
10365,(34 - 45],admin.,married,secondary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10366,> 45,management,married,tertiary,no,<= 235,yes,yes,unknown,> 20,may,> 2,-1,0,unknown,0,0
10367,<= 34,management,single,tertiary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
10368,> 45,blue-collar,married,primary,no,<= 235,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
10369,<= 34,blue-collar,single,primary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
10370,(34 - 45],services,married,secondary,no,<= 235,no,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
10371,> 45,management,married,tertiary,no,<= 235,no,no,unknown,<= 11,jun,> 2,-1,0,unknown,0,0
10372,<= 34,management,married,tertiary,yes,<= 235,no,yes,cellular,> 20,jul,> 2,-1,0,unknown,0,0
10373,<= 34,blue-collar,married,secondary,no,> 1158,no,no,cellular,> 20,apr,<= 2,-1,0,unknown,0,1
10374,(34 - 45],management,divorced,tertiary,no,<= 235,yes,yes,unknown,<= 11,jun,> 2,-1,0,unknown,0,0
10375,(34 - 45],services,married,secondary,no,<= 235,yes,yes,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10376,> 45,management,married,tertiary,no,> 1158,yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,1
10377,<= 34,entrepreneur,married,tertiary,no,<= 235,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
10378,(34 - 45],admin.,divorced,tertiary,no,> 1158,no,no,cellular,(11 - 20],jun,<= 2,-1,0,unknown,0,1
10379,<= 34,technician,single,secondary,no,<= 235,yes,no,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,0
10380,> 45,management,married,unknown,no,(235 - 1158],yes,no,telephone,> 20,jul,<= 2,-1,0,unknown,0,0
10381,(34 - 45],technician,married,secondary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
