,age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,class,predicted
30895,<= 31,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Female,0,0,<= 40,0,0
30896,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,<= 40,0,0
30897,(31 - 44],Private,Dropout,Separated,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
30898,> 44,Local-gov,Associates,Separated,Other,Own-child,White,Male,0,0,<= 40,0,0
30899,> 44,Local-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,0,1
30900,(31 - 44],Private,High School grad,Separated,White-Collar,Unmarried,White,Female,0,0,> 40,0,0
30901,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
30902,<= 31,Private,Dropout,Never-Married,Admin,Own-child,White,Male,0,0,> 40,0,0
30903,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
30904,> 44,Local-gov,High School grad,Widowed,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
30905,<= 31,Private,High School grad,Never-Married,Admin,Unmarried,Black,Female,0,0,<= 40,0,0
30906,> 44,Private,Bachelors,Married,Sales,Husband,Asian-Pac-Islander,Male,0,High,> 40,1,1
30907,> 44,Private,Bachelors,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
30908,> 44,Private,Masters,Separated,White-Collar,Unmarried,White,Female,0,Low,> 40,0,0
30909,> 44,Private,High School grad,Widowed,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
30910,(31 - 44],Private,High School grad,Widowed,Blue-Collar,Unmarried,White,Female,0,0,<= 40,0,0
30911,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
30912,(31 - 44],Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,High,> 40,1,1
30913,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
30914,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
30915,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,> 40,0,0
30916,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
30917,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
30918,(31 - 44],Federal-gov,Prof-School,Married,Professional,Wife,White,Female,0,0,<= 40,1,1
30919,> 44,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
30920,> 44,Private,Masters,Married,White-Collar,Husband,White,Male,Low,0,<= 40,0,1
30921,<= 31,Private,Associates,Never-Married,White-Collar,Not-in-family,White,Male,Low,0,<= 40,0,0
30922,> 44,Private,Masters,Married,Sales,Husband,White,Male,0,0,> 40,1,1
30923,> 44,Private,High School grad,Separated,Sales,Not-in-family,White,Male,0,0,> 40,0,0
30924,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
30925,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
30926,> 44,Private,Bachelors,Married,Professional,Husband,White,Male,High,0,<= 40,1,1
30927,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
30928,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
30929,(31 - 44],Federal-gov,Doctorate,Never-Married,Professional,Not-in-family,Amer-Indian-Eskimo,Female,0,0,> 40,1,0
30930,(31 - 44],Private,Bachelors,Married,Service,Wife,Asian-Pac-Islander,Female,High,0,> 40,1,1
30931,> 44,Private,High School grad,Married,Other,Husband,Black,Male,0,0,> 40,1,0
30932,(31 - 44],Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,1
30933,<= 31,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
30934,(31 - 44],Private,Dropout,Never-Married,Service,Not-in-family,White,Male,0,0,> 40,0,0
30935,> 44,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,Low,<= 40,0,0
30936,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
30937,<= 31,Private,Masters,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,<= 40,0,1
30938,(31 - 44],Self-emp-not-inc,Associates,Married,Professional,Husband,White,Male,0,0,<= 40,0,0
30939,<= 31,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
30940,(31 - 44],Private,High School grad,Never-Married,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
30941,> 44,Local-gov,High School grad,Widowed,Service,Not-in-family,White,Female,0,0,<= 40,0,0
30942,(31 - 44],Private,Bachelors,Married,Professional,Wife,White,Female,0,0,<= 40,0,1
30943,> 44,Local-gov,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,<= 40,0,0
30944,> 44,Private,High School grad,Separated,Service,Own-child,Black,Female,0,0,<= 40,0,0
30945,(31 - 44],Private,Bachelors,Separated,Professional,Unmarried,White,Female,0,0,> 40,0,0
30946,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
30947,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
30948,(31 - 44],Private,Bachelors,Married,Admin,Husband,White,Male,0,0,<= 40,1,0
30949,(31 - 44],Private,Masters,Married,White-Collar,Husband,White,Male,0,0,> 40,1,0
30950,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,0
30951,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
30952,> 44,Self-emp-not-inc,High School grad,Married,White-Collar,Wife,White,Female,0,0,<= 40,0,0
30953,<= 31,Private,High School grad,Separated,Service,Own-child,White,Female,0,0,<= 40,0,0
30954,(31 - 44],Private,Bachelors,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
30955,(31 - 44],Private,High School grad,Married,Other,Husband,White,Male,0,0,<= 40,1,1
30956,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
30957,<= 31,Local-gov,Bachelors,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
30958,> 44,Self-emp-inc,High School grad,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,<= 40,1,0
30959,<= 31,Private,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
30960,(31 - 44],Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,0,1
30961,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
30962,(31 - 44],Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<= 40,0,0
30963,(31 - 44],Private,Associates,Separated,Sales,Not-in-family,Black,Male,0,0,> 40,0,0
30964,(31 - 44],Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
30965,<= 31,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
30966,> 44,Self-emp-inc,Prof-School,Married,Professional,Husband,Asian-Pac-Islander,Male,0,0,> 40,1,1
30967,> 44,Local-gov,Bachelors,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,<= 40,1,1
30968,(31 - 44],Private,Bachelors,Separated,Professional,Unmarried,White,Female,0,0,<= 40,0,0
30969,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
30970,(31 - 44],Private,High School grad,Married,Service,Wife,White,Female,0,0,<= 40,0,0
30971,<= 31,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,<= 40,0,0
30972,<= 31,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,0,0,<= 40,0,0
30973,(31 - 44],Private,Masters,Married,White-Collar,Husband,White,Male,Low,0,<= 40,1,1
30974,> 44,Private,High School grad,Separated,Sales,Own-child,White,Male,0,0,> 40,0,0
30975,> 44,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
30976,> 44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,Low,0,<= 40,0,0
30977,> 44,Local-gov,High School grad,Separated,Other,Not-in-family,White,Male,0,0,<= 40,0,0
30978,<= 31,Private,Bachelors,Never-Married,Sales,Own-child,Black,Male,0,0,<= 40,0,0
30979,<= 31,Private,Associates,Married,Service,Husband,White,Male,0,0,> 40,0,0
30980,(31 - 44],Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,<= 40,1,0
30981,> 44,Federal-gov,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,<= 40,0,0
30982,> 44,Private,Dropout,Widowed,Blue-Collar,Unmarried,White,Male,0,0,<= 40,0,0
30983,<= 31,Private,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,> 40,0,0
30984,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
30985,<= 31,Private,Dropout,Separated,Service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,<= 40,0,0
30986,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
30987,<= 31,Private,High School grad,Never-Married,Blue-Collar,Other-relative,Black,Male,0,0,<= 40,0,0
30988,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
30989,> 44,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,1,1
30990,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,1,0
30991,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,1
30992,<= 31,Private,Bachelors,Separated,Admin,Not-in-family,White,Male,0,0,<= 40,0,0
30993,> 44,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
30994,<= 31,Private,Bachelors,Never-Married,Other,Own-child,White,Female,0,0,<= 40,0,0
30995,(31 - 44],Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
30996,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
30997,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,Low,<= 40,0,0
30998,(31 - 44],Private,Dropout,Married,Professional,Wife,White,Female,Low,0,<= 40,1,1
30999,> 44,Private,High School grad,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,> 40,1,0
31000,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
31001,(31 - 44],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
31002,> 44,Local-gov,High School grad,Widowed,Admin,Unmarried,White,Female,0,0,<= 40,0,0
31003,> 44,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31004,> 44,Private,Masters,Separated,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
31005,<= 31,Private,High School grad,Married,Other,Husband,White,Male,Low,0,<= 40,0,0
31006,(31 - 44],Private,High School grad,Never-Married,Admin,Unmarried,White,Female,0,0,> 40,0,0
31007,(31 - 44],Local-gov,Associates,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31008,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
31009,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
31010,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
31011,(31 - 44],Private,High School grad,Married,Blue-Collar,Own-child,Asian-Pac-Islander,Male,0,0,<= 40,0,0
31012,<= 31,Self-emp-inc,Bachelors,Never-Married,White-Collar,Own-child,White,Female,0,0,<= 40,0,0
31013,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,1
31014,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
31015,> 44,Federal-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,0
31016,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31017,(31 - 44],State-gov,Bachelors,Married,White-Collar,Wife,White,Female,0,0,<= 40,1,1
31018,> 44,Self-emp-not-inc,High School grad,Married,Service,Husband,White,Male,0,0,> 40,1,0
31019,(31 - 44],Local-gov,Masters,Separated,Professional,Not-in-family,White,Male,0,High,<= 40,0,0
31020,(31 - 44],Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,High,> 40,0,0
31021,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31022,> 44,Local-gov,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31023,(31 - 44],Private,High School grad,Married,Admin,Husband,White,Male,0,0,<= 40,0,0
31024,<= 31,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
31025,> 44,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,> 40,0,0
31026,> 44,Private,Dropout,Widowed,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
31027,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31028,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,1
31029,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
31030,(31 - 44],Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,> 40,0,0
31031,> 44,Private,Masters,Married,Other,Husband,White,Male,0,0,> 40,0,1
31032,(31 - 44],Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
31033,<= 31,Self-emp-inc,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
31034,(31 - 44],Self-emp-inc,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,> 40,0,0
31035,> 44,Local-gov,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,> 40,0,0
31036,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,1,1
31037,<= 31,Local-gov,High School grad,Never-Married,Other,Unmarried,White,Male,0,0,> 40,0,0
31038,> 44,Private,High School grad,Married,Sales,Husband,White,Male,High,0,<= 40,1,1
31039,(31 - 44],Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,0,0,<= 40,0,0
31040,<= 31,Private,Dropout,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,<= 40,0,0
31041,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
31042,> 44,Private,Associates,Never-Married,Service,Not-in-family,White,Female,0,0,> 40,0,0
31043,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,> 40,0,0
31044,> 44,Federal-gov,Doctorate,Separated,White-Collar,Not-in-family,White,Female,0,High,> 40,1,1
31045,> 44,Private,Dropout,Never-Married,Service,Unmarried,White,Female,0,0,<= 40,0,0
31046,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,> 40,0,0
31047,<= 31,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
31048,<= 31,Private,High School grad,Never-Married,Service,Own-child,Black,Male,0,0,<= 40,0,0
31049,> 44,Self-emp-inc,Prof-School,Married,Professional,Husband,Asian-Pac-Islander,Male,High,0,> 40,1,1
31050,> 44,State-gov,Bachelors,Separated,Other,Not-in-family,White,Male,0,0,<= 40,0,0
31051,<= 31,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,0,0,> 40,1,0
31052,<= 31,Private,Dropout,Married,Sales,Other-relative,White,Male,0,0,<= 40,0,0
31053,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31054,(31 - 44],Self-emp-not-inc,Dropout,Married,White-Collar,Husband,White,Male,0,Low,> 40,1,1
31055,(31 - 44],Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
31056,(31 - 44],Private,Associates,Never-Married,Professional,Not-in-family,White,Female,Low,0,<= 40,0,0
31057,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31058,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,Other,Male,0,0,<= 40,0,0
31059,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,High,<= 40,0,1
31060,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
31061,<= 31,Local-gov,Bachelors,Married,White-Collar,Husband,Black,Male,0,0,<= 40,1,1
31062,(31 - 44],Private,High School grad,Married,Professional,Husband,White,Male,0,0,<= 40,0,0
31063,> 44,Federal-gov,High School grad,Separated,Admin,Other-relative,Black,Female,0,0,<= 40,0,0
31064,> 44,Private,Dropout,Widowed,Blue-Collar,Not-in-family,Black,Female,0,0,<= 40,0,0
31065,<= 31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31066,(31 - 44],Self-emp-not-inc,Masters,Married,Professional,Husband,White,Male,0,0,> 40,1,1
31067,<= 31,Private,High School grad,Never-Married,Professional,Not-in-family,Other,Male,0,0,> 40,0,0
31068,(31 - 44],Private,High School grad,Separated,Other,Unmarried,White,Female,0,Low,<= 40,0,0
31069,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31070,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
31071,> 44,State-gov,High School grad,Married,White-Collar,Husband,White,Male,0,High,<= 40,0,1
31072,<= 31,Private,High School grad,Never-Married,Sales,Unmarried,Black,Female,0,Low,<= 40,0,0
31073,<= 31,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
31074,> 44,Self-emp-inc,Masters,Married,White-Collar,Husband,White,Male,High,0,> 40,1,1
31075,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,1
31076,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,1
31077,(31 - 44],Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,Low,> 40,0,0
31078,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
31079,(31 - 44],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31080,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
31081,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,0
31082,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
31083,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
31084,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,Low,<= 40,0,0
31085,<= 31,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
31086,(31 - 44],Self-emp-not-inc,High School grad,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
31087,(31 - 44],State-gov,Associates,Separated,Professional,Unmarried,Asian-Pac-Islander,Female,0,0,<= 40,0,0
31088,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
31089,> 44,Private,High School grad,Married,Service,Husband,White,Male,0,0,<= 40,0,0
31090,<= 31,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
31091,<= 31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31092,> 44,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Female,0,0,> 40,0,0
31093,<= 31,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,> 40,0,0
31094,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
31095,> 44,Self-emp-not-inc,Doctorate,Separated,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
31096,<= 31,Private,High School grad,Never-Married,Admin,Other-relative,Black,Female,0,0,<= 40,0,0
31097,(31 - 44],Private,Dropout,Never-Married,Service,Not-in-family,White,Female,0,0,<= 40,0,0
31098,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
31099,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
31100,(31 - 44],Local-gov,High School grad,Married,Other,Husband,White,Male,0,0,> 40,0,0
31101,> 44,Local-gov,Masters,Married,Other,Husband,White,Male,0,0,<= 40,1,0
31102,> 44,Private,Masters,Separated,Professional,Unmarried,White,Female,0,Low,<= 40,0,0
31103,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
31104,> 44,Local-gov,Prof-School,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
31105,<= 31,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,> 40,0,0
31106,(31 - 44],Private,Associates,Separated,Blue-Collar,Not-in-family,White,Female,0,0,> 40,0,0
31107,> 44,Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,0
31108,(31 - 44],Federal-gov,Associates,Married,Professional,Husband,White,Male,0,0,> 40,0,1
31109,> 44,State-gov,High School grad,Separated,Admin,Own-child,White,Male,0,0,<= 40,0,0
31110,<= 31,Self-emp-not-inc,High School grad,Married,Professional,Husband,White,Male,0,0,<= 40,0,0
31111,> 44,Private,Bachelors,Married,White-Collar,Husband,White,Male,High,0,<= 40,1,1
31112,<= 31,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,> 40,0,0
31113,<= 31,Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
31114,> 44,Private,Masters,Married,White-Collar,Husband,White,Male,High,0,> 40,1,1
31115,(31 - 44],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
31116,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,0
31117,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,1
31118,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31119,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
31120,> 44,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
31121,> 44,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
31122,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,1
31123,<= 31,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,> 40,1,0
31124,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<= 40,1,1
31125,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Own-child,Asian-Pac-Islander,Female,Low,0,<= 40,0,0
31126,<= 31,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
31127,(31 - 44],Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,> 40,0,0
31128,(31 - 44],Private,Dropout,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
31129,> 44,Private,Associates,Married,Admin,Wife,White,Female,0,0,<= 40,0,0
31130,> 44,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,High,<= 40,1,1
31131,(31 - 44],Private,Bachelors,Separated,Blue-Collar,Unmarried,Black,Female,0,0,<= 40,0,0
31132,(31 - 44],Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,> 40,0,0
31133,<= 31,Local-gov,High School grad,Never-Married,Other,Own-child,Black,Female,0,0,<= 40,0,0
31134,> 44,Federal-gov,Associates,Married,Admin,Husband,White,Male,0,0,> 40,1,1
31135,<= 31,Private,High School grad,Never-Married,Admin,Own-child,Black,Female,0,0,<= 40,0,0
31136,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31137,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
31138,<= 31,Private,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
31139,(31 - 44],State-gov,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
31140,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
31141,(31 - 44],Private,Masters,Married,Professional,Husband,White,Male,0,0,> 40,0,0
31142,(31 - 44],Federal-gov,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
31143,<= 31,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
31144,<= 31,Private,Bachelors,Never-Married,Other,Not-in-family,White,Male,0,0,<= 40,0,0
31145,<= 31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31146,<= 31,Private,High School grad,Married,Other,Husband,White,Male,0,0,<= 40,0,0
31147,(31 - 44],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
31148,<= 31,Private,High School grad,Married,Service,Wife,White,Female,0,0,> 40,0,0
31149,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
31150,> 44,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
31151,> 44,Private,Bachelors,Married,Sales,Husband,White,Male,0,Low,> 40,1,1
31152,<= 31,Private,High School grad,Married,Sales,Wife,White,Female,0,0,<= 40,0,0
31153,(31 - 44],Local-gov,Masters,Separated,White-Collar,Unmarried,Black,Male,0,0,> 40,1,0
31154,<= 31,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,0,0
31155,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
31156,<= 31,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,1
31157,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31158,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
31159,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
31160,> 44,Self-emp-not-inc,Masters,Married,Professional,Wife,White,Female,0,0,<= 40,1,1
31161,<= 31,Private,High School grad,Married,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,<= 40,0,0
31162,(31 - 44],Local-gov,Associates,Separated,Admin,Unmarried,White,Female,0,0,> 40,0,0
31163,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
31164,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Asian-Pac-Islander,Male,0,Low,> 40,0,0
31165,<= 31,Private,Dropout,Never-Married,Service,Own-child,Black,Male,0,0,<= 40,0,0
31166,> 44,Private,Dropout,Married,Service,Wife,White,Female,0,0,<= 40,0,0
31167,(31 - 44],State-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,Low,<= 40,0,0
31168,<= 31,Private,High School grad,Never-Married,Professional,Own-child,Amer-Indian-Eskimo,Female,0,0,<= 40,0,0
