race,sex,LSAT,UGPA,ZFYA,rank
White,Female,36.0,3.2,-0.67,17254
White,Female,36.0,2.9,-0.67,17255
White,Female,37.0,3.8,-0.67,17256
White,Male,30.0,3.3,-0.67,17257
White,Female,39.0,3.2,-0.67,17258
Black,Female,30.0,3.6,-0.67,17259
White,Male,47.0,3.3,-0.67,17260
White,Male,30.5,2.8,-0.67,17261
White,Female,41.0,3.6,-0.67,17262
Black,Male,21.0,2.2,-0.67,17263
Black,Female,29.0,2.8,-0.67,17264
White,Male,42.0,2.7,-0.67,17265
White,Male,44.0,3.5,-0.67,17266
Mexican,Female,39.0,3.4,-0.68,17267
White,Female,32.0,4.0,-0.68,17268
White,Female,31.0,3.8,-0.68,17269
White,Female,37.0,3.3,-0.68,17270
Hispanic,Male,40.5,2.9,-0.68,17271
White,Female,33.0,3.7,-0.68,17272
White,Male,35.5,3.3,-0.68,17273
Hispanic,Female,31.3,3.7,-0.68,17274
White,Female,39.0,3.1,-0.68,17275
White,Male,37.0,2.6,-0.68,17276
White,Male,39.0,3.5,-0.68,17277
Amerindian,Male,26.0,3.5,-0.68,17278
White,Female,41.0,3.1,-0.68,17279
White,Female,38.0,3.4,-0.68,17280
Black,Male,31.5,2.0,-0.68,17281
Asian,Female,31.0,2.7,-0.68,17282
Black,Female,36.0,2.7,-0.68,17283
White,Male,35.0,3.1,-0.68,17284
White,Male,40.0,3.8,-0.68,17285
White,Female,26.0,3.5,-0.68,17286
White,Male,40.0,2.6,-0.68,17287
White,Female,39.0,3.0,-0.68,17288
White,Male,33.0,3.3,-0.68,17289
White,Male,41.0,3.2,-0.68,17290
Black,Male,17.0,3.0,-0.68,17291
White,Male,40.0,2.9,-0.68,17292
White,Male,33.5,2.2,-0.68,17293
White,Male,32.5,2.3,-0.68,17294
White,Female,38.0,2.9,-0.68,17295
Mexican,Female,32.0,2.9,-0.68,17296
White,Male,29.5,3.1,-0.68,17297
White,Female,41.0,3.6,-0.68,17298
Asian,Male,39.0,3.8,-0.68,17299
White,Male,36.0,3.1,-0.68,17300
White,Female,42.0,3.2,-0.68,17301
White,Female,40.5,4.0,-0.68,17302
White,Male,33.0,3.4,-0.68,17303
White,Male,25.0,3.2,-0.68,17304
White,Male,41.0,3.4,-0.68,17305
White,Female,37.0,3.6,-0.68,17306
Black,Male,25.0,3.1,-0.68,17307
Hispanic,Male,36.0,2.4,-0.68,17308
White,Male,31.0,3.5,-0.68,17309
Asian,Male,26.0,3.3,-0.68,17310
White,Male,35.0,3.1,-0.68,17311
White,Male,40.0,2.2,-0.68,17312
White,Female,32.0,3.6,-0.68,17313
White,Male,36.0,3.0,-0.68,17314
White,Male,31.0,2.8,-0.68,17315
White,Female,24.5,2.8,-0.68,17316
White,Female,33.0,3.3,-0.68,17317
White,Female,34.0,3.6,-0.68,17318
White,Male,37.0,3.7,-0.68,17319
White,Female,38.0,3.0,-0.68,17320
White,Female,33.5,3.1,-0.68,17321
Asian,Female,37.0,3.4,-0.68,17322
White,Male,37.0,2.9,-0.69,17323
White,Female,45.0,3.9,-0.69,17324
White,Male,30.5,3.1,-0.69,17325
White,Female,44.0,3.1,-0.69,17326
White,Male,29.3,3.0,-0.69,17327
White,Male,30.0,3.8,-0.69,17328
White,Male,46.0,3.4,-0.69,17329
White,Female,38.0,3.0,-0.69,17330
White,Female,39.5,3.6,-0.69,17331
White,Male,42.0,3.5,-0.69,17332
White,Male,39.0,3.5,-0.69,17333
White,Female,36.0,3.0,-0.69,17334
White,Male,33.0,3.2,-0.69,17335
White,Male,45.0,3.4,-0.69,17336
White,Male,37.0,3.1,-0.69,17337
White,Female,38.0,3.0,-0.69,17338
Asian,Female,35.0,3.1,-0.69,17339
White,Female,43.0,2.9,-0.69,17340
White,Female,24.3,3.6,-0.69,17341
White,Female,44.0,3.5,-0.69,17342
White,Male,44.0,3.3,-0.69,17343
White,Female,38.5,2.6,-0.69,17344
White,Male,42.0,3.0,-0.69,17345
White,Male,26.0,2.5,-0.69,17346
White,Female,30.5,3.3,-0.69,17347
Black,Female,23.5,2.6,-0.69,17348
White,Female,32.0,2.7,-0.69,17349
White,Female,45.0,2.9,-0.69,17350
White,Male,45.0,3.7,-0.69,17351
White,Male,44.0,3.3,-0.69,17352
White,Female,41.0,3.8,-0.69,17353
White,Male,30.0,3.1,-0.69,17354
White,Female,42.0,3.3,-0.69,17355
White,Female,33.0,3.3,-0.69,17356
White,Female,44.0,3.9,-0.69,17357
White,Female,34.0,3.1,-0.69,17358
White,Male,36.0,2.2,-0.69,17359
White,Male,35.0,3.3,-0.69,17360
White,Female,43.5,3.8,-0.69,17361
White,Female,41.0,3.4,-0.69,17362
White,Male,39.0,2.9,-0.69,17363
White,Female,36.0,2.8,-0.69,17364
White,Male,34.5,3.4,-0.69,17365
White,Female,41.5,3.3,-0.69,17366
White,Female,34.0,3.3,-0.69,17367
White,Male,45.0,3.2,-0.69,17368
White,Male,44.0,3.2,-0.69,17369
Mexican,Male,27.0,3.2,-0.69,17370
Mexican,Female,32.0,3.2,-0.69,17371
Black,Female,21.7,3.6,-0.69,17372
Other,Female,41.0,2.5,-0.69,17373
White,Female,42.0,3.8,-0.69,17374
White,Female,39.0,3.6,-0.69,17375
Asian,Female,42.0,3.0,-0.69,17376
White,Male,34.0,3.6,-0.69,17377
White,Female,43.0,3.5,-0.69,17378
White,Male,35.0,3.0,-0.69,17379
White,Female,34.0,2.7,-0.69,17380
Asian,Male,30.0,2.8,-0.69,17381
White,Male,42.0,3.8,-0.69,17382
White,Male,45.0,3.8,-0.69,17383
White,Male,39.0,3.6,-0.69,17384
White,Male,42.0,3.1,-0.69,17385
White,Female,24.0,3.2,-0.69,17386
White,Male,41.0,2.6,-0.69,17387
White,Male,36.0,3.2,-0.69,17388
White,Male,34.0,3.5,-0.69,17389
Asian,Male,37.0,3.0,-0.69,17390
White,Male,44.0,3.5,-0.69,17391
White,Male,33.0,3.3,-0.69,17392
Black,Female,20.0,3.0,-0.69,17393
Black,Male,30.0,2.5,-0.69,17394
Black,Female,40.0,2.8,-0.69,17395
White,Male,33.0,3.2,-0.69,17396
White,Female,40.0,3.1,-0.69,17397
White,Male,35.0,3.2,-0.69,17398
White,Male,47.0,2.5,-0.69,17399
White,Female,40.0,3.5,-0.69,17400
White,Male,42.0,4.0,-0.69,17401
White,Male,42.0,2.9,-0.69,17402
White,Female,35.0,3.3,-0.69,17403
White,Female,42.0,3.3,-0.69,17404
White,Male,35.0,2.9,-0.69,17405
White,Male,34.0,3.8,-0.69,17406
White,Male,29.5,3.0,-0.69,17407
Black,Female,34.0,2.8,-0.69,17408
White,Male,42.0,2.5,-0.69,17409
White,Male,34.0,3.2,-0.7,17410
White,Male,36.0,3.2,-0.7,17411
White,Male,35.0,3.8,-0.7,17412
White,Male,32.5,3.2,-0.7,17413
White,Female,27.5,3.0,-0.7,17414
Black,Male,29.0,2.9,-0.7,17415
White,Male,41.0,3.2,-0.7,17416
White,Male,37.0,3.6,-0.7,17417
White,Male,35.0,3.3,-0.7,17418
White,Female,34.0,2.6,-0.7,17419
White,Female,34.0,2.9,-0.7,17420
Black,Female,44.0,3.2,-0.7,17421
White,Male,38.0,3.3,-0.7,17422
White,Female,37.0,3.5,-0.7,17423
White,Male,37.0,3.3,-0.7,17424
White,Female,27.0,3.2,-0.7,17425
White,Female,37.0,3.0,-0.7,17426
White,Male,37.0,3.0,-0.7,17427
White,Female,39.0,3.4,-0.7,17428
White,Male,42.0,3.4,-0.7,17429
Black,Male,18.0,2.9,-0.7,17430
Asian,Male,35.0,3.8,-0.7,17431
White,Male,35.0,3.1,-0.7,17432
White,Male,38.0,2.9,-0.7,17433
White,Female,32.0,3.7,-0.7,17434
White,Male,33.0,3.2,-0.7,17435
Hispanic,Female,31.0,3.4,-0.7,17436
White,Male,36.0,3.7,-0.7,17437
Black,Female,28.5,3.4,-0.7,17438
Asian,Male,37.0,2.1,-0.7,17439
White,Male,31.0,3.4,-0.7,17440
White,Male,27.0,3.2,-0.7,17441
White,Male,39.0,3.4,-0.7,17442
White,Male,38.5,2.9,-0.7,17443
White,Male,37.0,3.5,-0.7,17444
White,Female,42.0,2.9,-0.7,17445
White,Male,32.0,2.6,-0.7,17446
White,Female,41.0,3.4,-0.7,17447
Asian,Female,30.5,3.6,-0.7,17448
White,Male,40.0,3.7,-0.7,17449
White,Female,43.0,3.8,-0.7,17450
Mexican,Female,26.5,2.7,-0.7,17451
White,Male,34.0,3.1,-0.7,17452
Black,Female,28.0,3.0,-0.7,17453
White,Male,46.0,2.7,-0.7,17454
White,Female,30.0,3.1,-0.7,17455
White,Male,34.0,2.6,-0.7,17456
White,Female,40.0,2.8,-0.7,17457
White,Female,37.0,2.9,-0.7,17458
White,Female,33.0,3.1,-0.7,17459
Black,Female,19.0,3.2,-0.7,17460
White,Male,35.0,3.2,-0.7,17461
White,Male,43.0,3.4,-0.7,17462
White,Male,35.0,3.6,-0.71,17463
White,Male,36.0,3.2,-0.71,17464
White,Female,33.0,3.1,-0.71,17465
White,Female,31.0,3.2,-0.71,17466
White,Male,43.0,3.0,-0.71,17467
White,Male,32.3,3.3,-0.71,17468
White,Female,40.0,3.1,-0.71,17469
White,Male,30.0,3.2,-0.71,17470
Hispanic,Female,27.0,3.2,-0.71,17471
White,Female,38.0,3.3,-0.71,17472
White,Female,41.0,3.4,-0.71,17473
Asian,Female,44.0,3.2,-0.71,17474
White,Male,31.0,3.3,-0.71,17475
Black,Female,27.0,2.9,-0.71,17476
White,Male,37.0,2.8,-0.71,17477
White,Male,33.0,3.2,-0.71,17478
Asian,Male,32.0,3.4,-0.71,17479
White,Female,45.0,3.7,-0.71,17480
Mexican,Female,34.0,3.4,-0.71,17481
White,Female,39.0,3.7,-0.71,17482
Black,Female,25.5,2.9,-0.71,17483
White,Male,37.0,3.3,-0.71,17484
White,Male,34.0,3.4,-0.71,17485
White,Male,29.0,3.5,-0.71,17486
White,Male,39.0,3.2,-0.71,17487
White,Male,42.0,3.5,-0.71,17488
White,Female,33.0,2.4,-0.71,17489
White,Male,41.0,3.4,-0.71,17490
Other,Female,20.0,3.3,-0.71,17491
White,Female,24.5,2.4,-0.71,17492
White,Female,32.0,3.4,-0.71,17493
Black,Male,35.0,2.4,-0.71,17494
White,Female,39.0,3.5,-0.71,17495
Black,Female,22.0,3.3,-0.71,17496
Mexican,Female,34.0,3.3,-0.71,17497
White,Female,38.0,3.6,-0.71,17498
White,Male,36.0,3.0,-0.71,17499
Black,Female,25.0,2.9,-0.71,17500
White,Male,30.5,3.5,-0.71,17501
White,Female,42.0,3.5,-0.71,17502
White,Male,37.0,3.4,-0.71,17503
White,Female,35.0,3.5,-0.71,17504
White,Male,41.0,3.2,-0.71,17505
White,Female,38.0,3.5,-0.71,17506
White,Male,39.0,3.9,-0.71,17507
White,Male,41.0,2.7,-0.71,17508
White,Male,33.0,3.1,-0.71,17509
White,Male,35.0,2.8,-0.71,17510
White,Male,41.5,2.8,-0.71,17511
White,Female,33.0,3.1,-0.71,17512
White,Female,36.0,3.3,-0.71,17513
White,Male,40.0,2.5,-0.71,17514
White,Female,32.0,3.3,-0.71,17515
White,Male,33.0,3.2,-0.71,17516
White,Male,39.0,3.5,-0.71,17517
White,Male,33.0,2.8,-0.71,17518
White,Male,30.0,3.5,-0.71,17519
White,Male,36.0,3.0,-0.71,17520
White,Male,41.0,3.1,-0.71,17521
Hispanic,Male,31.0,3.1,-0.71,17522
White,Female,39.0,3.2,-0.71,17523
White,Male,33.0,2.8,-0.72,17524
White,Male,35.0,2.8,-0.72,17525
White,Male,41.0,3.9,-0.72,17526
White,Male,38.0,3.2,-0.72,17527
White,Female,36.0,3.2,-0.72,17528
White,Male,40.0,3.4,-0.72,17529
White,Female,39.0,3.3,-0.72,17530
White,Male,27.0,2.7,-0.72,17531
White,Female,41.0,2.9,-0.72,17532
White,Female,34.0,3.4,-0.72,17533
White,Female,37.0,2.6,-0.72,17534
White,Male,44.0,4.0,-0.72,17535
White,Female,32.0,3.0,-0.72,17536
White,Female,36.0,2.6,-0.72,17537
White,Male,36.0,2.6,-0.72,17538
White,Male,48.0,3.3,-0.72,17539
White,Female,42.0,3.5,-0.72,17540
Hispanic,Female,35.0,3.4,-0.72,17541
White,Male,42.0,3.9,-0.72,17542
White,Female,33.0,3.0,-0.72,17543
White,Male,40.0,2.8,-0.72,17544
White,Male,39.0,3.9,-0.72,17545
White,Female,39.0,3.8,-0.72,17546
White,Female,39.0,3.2,-0.72,17547
White,Male,38.0,3.7,-0.72,17548
White,Female,44.0,3.0,-0.72,17549
White,Male,40.0,3.2,-0.72,17550
White,Female,36.0,3.5,-0.72,17551
White,Female,39.5,3.7,-0.72,17552
White,Female,37.0,3.1,-0.72,17553
White,Female,36.5,3.0,-0.72,17554
White,Male,35.0,3.0,-0.72,17555
Asian,Male,27.0,2.9,-0.72,17556
White,Male,39.0,3.4,-0.72,17557
White,Male,46.0,3.2,-0.72,17558
White,Male,36.0,2.8,-0.72,17559
Other,Male,29.5,3.8,-0.72,17560
White,Male,37.0,3.9,-0.72,17561
White,Female,37.5,3.6,-0.72,17562
White,Male,41.0,3.6,-0.72,17563
White,Male,41.0,3.1,-0.72,17564
Black,Male,21.5,2.4,-0.72,17565
White,Female,37.0,3.1,-0.72,17566
White,Male,30.0,2.9,-0.72,17567
White,Male,31.0,2.4,-0.72,17568
White,Male,42.0,3.5,-0.72,17569
White,Male,35.0,3.1,-0.72,17570
White,Male,47.0,2.7,-0.72,17571
White,Female,44.0,3.3,-0.72,17572
White,Male,37.0,2.9,-0.72,17573
White,Female,33.0,3.0,-0.72,17574
White,Male,37.0,3.6,-0.72,17575
White,Female,35.5,1.9,-0.73,17576
White,Female,44.0,4.0,-0.73,17577
White,Female,38.0,3.4,-0.73,17578
Asian,Female,30.0,2.7,-0.73,17579
White,Female,43.0,3.8,-0.73,17580
White,Female,34.0,2.9,-0.73,17581
White,Female,37.0,3.2,-0.73,17582
White,Male,33.0,3.2,-0.73,17583
White,Female,38.0,3.3,-0.73,17584
Asian,Female,37.0,3.8,-0.73,17585
White,Female,38.5,3.0,-0.73,17586
White,Male,42.0,3.2,-0.73,17587
White,Female,39.0,3.4,-0.73,17588
White,Female,33.0,3.7,-0.73,17589
White,Female,40.0,2.5,-0.73,17590
White,Female,42.0,3.2,-0.73,17591
White,Female,35.0,3.3,-0.73,17592
White,Male,35.0,3.6,-0.73,17593
White,Female,44.0,3.5,-0.73,17594
White,Female,42.0,3.5,-0.73,17595
White,Male,36.0,2.8,-0.73,17596
White,Male,38.0,3.7,-0.73,17597
Black,Female,24.0,3.3,-0.73,17598
White,Male,31.5,3.6,-0.73,17599
White,Female,39.0,3.7,-0.73,17600
White,Male,38.0,3.0,-0.73,17601
White,Male,34.0,3.1,-0.73,17602
White,Female,32.5,2.8,-0.73,17603
White,Male,36.0,3.7,-0.73,17604
White,Male,32.0,3.4,-0.73,17605
White,Female,35.0,3.3,-0.73,17606
White,Female,38.0,3.0,-0.73,17607
White,Male,35.0,2.9,-0.73,17608
White,Male,26.0,2.6,-0.73,17609
White,Male,33.0,2.6,-0.73,17610
White,Female,33.0,2.3,-0.73,17611
White,Female,46.0,3.8,-0.73,17612
White,Male,29.0,2.5,-0.73,17613
White,Male,39.0,2.8,-0.73,17614
White,Male,38.0,2.9,-0.73,17615
White,Female,36.0,3.6,-0.73,17616
White,Female,41.0,3.0,-0.73,17617
White,Male,48.0,3.9,-0.73,17618
Black,Female,42.0,3.7,-0.73,17619
White,Female,37.0,3.1,-0.73,17620
White,Female,36.0,3.7,-0.73,17621
White,Female,34.0,3.7,-0.73,17622
Hispanic,Male,37.0,3.2,-0.73,17623
White,Male,38.0,3.1,-0.73,17624
White,Female,40.0,3.7,-0.73,17625
White,Female,38.0,3.7,-0.73,17626
White,Female,45.0,3.1,-0.73,17627
White,Male,34.0,2.9,-0.73,17628
Hispanic,Female,34.0,3.1,-0.73,17629
White,Male,40.0,3.3,-0.73,17630
White,Male,29.5,3.2,-0.73,17631
Asian,Male,43.0,3.2,-0.73,17632
White,Female,45.0,3.3,-0.73,17633
White,Female,37.0,3.5,-0.73,17634
Hispanic,Female,34.0,2.9,-0.73,17635
White,Female,37.0,3.7,-0.73,17636
White,Male,33.5,3.6,-0.73,17637
White,Female,31.0,3.2,-0.73,17638
White,Female,39.0,3.0,-0.73,17639
White,Male,35.0,3.6,-0.73,17640
Black,Male,25.0,2.6,-0.73,17641
White,Male,38.0,2.8,-0.73,17642
White,Male,45.0,3.5,-0.73,17643
White,Male,31.0,3.7,-0.73,17644
White,Male,35.0,3.1,-0.73,17645
White,Male,35.0,3.6,-0.73,17646
White,Male,38.0,3.3,-0.73,17647
Asian,Female,46.0,3.8,-0.73,17648
White,Female,37.0,3.1,-0.73,17649
White,Female,33.0,3.0,-0.73,17650
White,Male,43.0,3.7,-0.73,17651
White,Male,37.0,3.3,-0.73,17652
White,Male,32.0,2.9,-0.73,17653
White,Male,37.0,2.7,-0.73,17654
White,Male,40.0,3.4,-0.73,17655
White,Female,27.0,2.7,-0.73,17656
White,Female,42.0,2.6,-0.73,17657
White,Male,27.0,3.4,-0.73,17658
White,Male,31.3,3.3,-0.73,17659
White,Female,35.0,4.0,-0.74,17660
White,Female,28.5,3.3,-0.74,17661
Puertorican,Female,28.7,3.0,-0.74,17662
White,Male,35.5,3.5,-0.74,17663
Other,Male,31.0,2.9,-0.74,17664
Mexican,Male,29.0,3.1,-0.74,17665
Black,Male,24.0,3.3,-0.74,17666
White,Female,32.0,3.1,-0.74,17667
White,Female,36.5,3.1,-0.74,17668
Amerindian,Male,37.0,3.3,-0.74,17669
White,Male,30.0,2.9,-0.74,17670
White,Male,34.0,2.9,-0.74,17671
White,Female,35.0,3.4,-0.74,17672
White,Female,34.0,3.0,-0.74,17673
Mexican,Male,22.7,2.9,-0.74,17674
White,Female,35.0,3.2,-0.74,17675
White,Male,43.0,2.5,-0.74,17676
White,Female,39.0,3.6,-0.74,17677
White,Female,26.0,3.9,-0.74,17678
White,Male,41.0,3.4,-0.74,17679
Hispanic,Male,35.0,3.1,-0.74,17680
White,Male,36.0,3.5,-0.74,17681
White,Female,32.5,3.6,-0.74,17682
White,Female,32.0,3.9,-0.74,17683
Other,Female,35.0,3.4,-0.74,17684
White,Male,36.0,3.1,-0.74,17685
White,Female,38.5,3.4,-0.74,17686
White,Male,40.0,3.3,-0.74,17687
White,Male,36.0,2.9,-0.74,17688
White,Male,42.0,3.1,-0.74,17689
White,Female,35.0,3.7,-0.74,17690
White,Female,35.0,3.1,-0.74,17691
White,Male,34.0,3.1,-0.74,17692
White,Female,41.0,3.2,-0.74,17693
White,Male,38.0,3.4,-0.74,17694
Asian,Female,27.0,3.2,-0.74,17695
Mexican,Male,33.0,3.1,-0.74,17696
White,Male,30.0,2.4,-0.74,17697
Asian,Male,30.0,2.7,-0.74,17698
Asian,Female,26.0,2.9,-0.74,17699
White,Female,40.5,2.6,-0.74,17700
White,Male,36.0,3.6,-0.74,17701
Asian,Male,29.5,2.9,-0.74,17702
White,Male,38.0,2.8,-0.74,17703
White,Male,39.0,2.9,-0.74,17704
White,Female,35.0,3.1,-0.74,17705
White,Female,38.0,2.8,-0.74,17706
White,Male,44.0,3.6,-0.74,17707
White,Female,41.0,3.4,-0.74,17708
White,Male,38.0,2.9,-0.74,17709
White,Female,34.0,3.4,-0.74,17710
Asian,Female,36.5,3.4,-0.74,17711
White,Male,38.0,3.0,-0.75,17712
Hispanic,Male,31.0,3.6,-0.75,17713
Black,Male,35.5,3.6,-0.75,17714
Asian,Male,38.0,2.9,-0.75,17715
White,Female,40.0,3.7,-0.75,17716
White,Male,40.0,2.7,-0.75,17717
Black,Female,39.0,3.4,-0.75,17718
Black,Male,26.0,3.3,-0.75,17719
White,Male,42.0,3.1,-0.75,17720
White,Male,41.0,3.2,-0.75,17721
White,Female,39.0,3.7,-0.75,17722
White,Female,45.0,3.7,-0.75,17723
White,Male,43.0,3.7,-0.75,17724
White,Female,33.0,3.1,-0.75,17725
Black,Male,31.5,2.6,-0.75,17726
White,Female,36.0,3.7,-0.75,17727
White,Male,48.0,3.7,-0.75,17728
White,Female,33.0,2.6,-0.75,17729
White,Male,42.0,3.3,-0.75,17730
White,Male,32.0,3.2,-0.75,17731
White,Male,29.5,2.9,-0.75,17732
White,Male,38.0,3.0,-0.75,17733
Puertorican,Female,33.0,2.4,-0.75,17734
White,Female,26.5,3.3,-0.75,17735
White,Male,31.0,3.1,-0.75,17736
White,Female,27.0,3.6,-0.75,17737
Mexican,Female,25.0,3.3,-0.75,17738
White,Male,32.0,3.4,-0.75,17739
White,Male,41.0,3.4,-0.75,17740
White,Female,38.0,3.3,-0.75,17741
Asian,Male,35.0,2.8,-0.75,17742
White,Female,30.5,2.8,-0.75,17743
White,Male,37.0,2.9,-0.75,17744
White,Female,33.0,3.0,-0.75,17745
Puertorican,Female,25.5,3.4,-0.75,17746
White,Male,31.5,2.5,-0.75,17747
White,Female,34.0,3.3,-0.75,17748
Asian,Male,32.5,3.4,-0.75,17749
White,Female,31.0,3.8,-0.75,17750
Black,Female,25.0,3.3,-0.75,17751
Asian,Female,24.0,3.0,-0.75,17752
Black,Male,27.0,3.1,-0.75,17753
White,Male,42.0,2.8,-0.75,17754
White,Female,29.0,2.5,-0.75,17755
White,Male,34.0,3.0,-0.75,17756
White,Female,37.0,2.6,-0.75,17757
White,Male,32.0,3.3,-0.75,17758
White,Male,36.0,2.8,-0.75,17759
Hispanic,Female,35.0,3.4,-0.75,17760
White,Male,43.0,2.6,-0.75,17761
White,Male,37.0,3.2,-0.75,17762
White,Female,47.0,3.4,-0.75,17763
White,Female,37.0,3.7,-0.75,17764
White,Male,37.0,2.9,-0.75,17765
White,Male,32.0,2.9,-0.75,17766
White,Female,41.0,3.3,-0.75,17767
White,Male,44.0,2.7,-0.75,17768
White,Male,26.5,3.3,-0.75,17769
White,Male,33.0,2.5,-0.75,17770
White,Male,36.0,2.7,-0.76,17771
White,Female,33.0,2.8,-0.76,17772
White,Female,38.5,2.8,-0.76,17773
White,Male,34.0,2.4,-0.76,17774
White,Female,40.0,3.9,-0.76,17775
White,Female,39.0,2.9,-0.76,17776
White,Female,33.0,2.8,-0.76,17777
White,Male,39.0,2.9,-0.76,17778
White,Male,30.5,2.8,-0.76,17779
White,Female,37.0,2.8,-0.76,17780
White,Female,42.0,3.4,-0.76,17781
White,Female,35.5,2.8,-0.76,17782
Black,Male,34.0,3.0,-0.76,17783
White,Male,44.0,3.7,-0.76,17784
White,Male,39.0,3.3,-0.76,17785
White,Male,35.0,2.6,-0.76,17786
Black,Male,37.0,2.9,-0.76,17787
White,Male,43.0,3.3,-0.76,17788
White,Male,36.5,3.1,-0.76,17789
Asian,Female,25.5,3.4,-0.76,17790
Asian,Female,39.0,3.2,-0.76,17791
White,Male,39.0,3.0,-0.76,17792
Puertorican,Male,28.0,3.2,-0.76,17793
White,Male,28.0,2.8,-0.76,17794
White,Female,32.0,3.7,-0.76,17795
Black,Female,25.0,3.7,-0.76,17796
White,Female,36.0,3.6,-0.76,17797
White,Female,34.5,2.7,-0.76,17798
White,Female,28.0,3.0,-0.76,17799
White,Female,34.0,3.3,-0.76,17800
White,Female,30.0,2.7,-0.76,17801
White,Female,36.0,3.1,-0.76,17802
Puertorican,Male,34.0,2.6,-0.76,17803
Mexican,Male,41.0,3.2,-0.76,17804
White,Female,32.0,3.2,-0.76,17805
White,Female,40.0,2.9,-0.76,17806
White,Male,46.0,3.3,-0.76,17807
White,Female,41.0,2.3,-0.76,17808
White,Male,36.0,3.2,-0.76,17809
White,Male,41.0,3.3,-0.76,17810
Black,Female,38.0,3.0,-0.76,17811
White,Female,37.0,2.4,-0.76,17812
White,Male,36.0,3.0,-0.76,17813
White,Male,32.0,3.1,-0.76,17814
White,Male,39.0,2.4,-0.76,17815
White,Male,40.0,2.9,-0.76,17816
White,Male,40.0,3.1,-0.76,17817
Black,Female,38.0,2.5,-0.76,17818
White,Male,28.5,2.5,-0.76,17819
White,Male,33.0,3.5,-0.76,17820
White,Male,34.0,3.2,-0.76,17821
White,Female,39.0,3.2,-0.76,17822
White,Male,33.0,3.5,-0.76,17823
White,Male,37.0,2.3,-0.76,17824
White,Female,38.0,3.5,-0.76,17825
White,Male,38.0,2.5,-0.76,17826
White,Male,47.0,2.5,-0.76,17827
White,Male,40.0,2.6,-0.76,17828
White,Male,42.0,3.0,-0.76,17829
Black,Female,29.0,2.7,-0.76,17830
Asian,Female,34.0,3.3,-0.76,17831
White,Male,40.0,3.4,-0.76,17832
White,Female,38.0,3.1,-0.76,17833
Other,Female,35.5,3.1,-0.76,17834
White,Female,33.0,3.0,-0.76,17835
White,Female,39.0,2.3,-0.76,17836
White,Female,32.5,3.2,-0.76,17837
Black,Female,22.0,2.7,-0.76,17838
Asian,Female,36.0,3.2,-0.76,17839
White,Male,42.0,3.2,-0.76,17840
Hispanic,Male,38.0,3.8,-0.76,17841
White,Male,35.0,3.1,-0.76,17842
White,Male,33.5,3.1,-0.76,17843
White,Male,34.0,2.7,-0.76,17844
White,Female,33.5,4.0,-0.76,17845
White,Male,40.0,3.6,-0.76,17846
White,Male,36.0,3.1,-0.76,17847
Puertorican,Female,22.0,3.3,-0.76,17848
White,Male,36.0,2.6,-0.76,17849
White,Female,42.0,3.2,-0.76,17850
White,Female,36.0,3.3,-0.76,17851
White,Male,41.0,3.6,-0.77,17852
White,Female,39.0,3.8,-0.77,17853
White,Female,37.0,3.4,-0.77,17854
White,Male,40.0,3.3,-0.77,17855
White,Male,38.0,3.3,-0.77,17856
Asian,Female,27.0,2.9,-0.77,17857
White,Female,37.0,3.8,-0.77,17858
Black,Female,35.0,2.8,-0.77,17859
White,Female,32.0,3.5,-0.77,17860
White,Male,36.0,3.2,-0.77,17861
White,Female,44.0,3.3,-0.77,17862
Asian,Male,37.0,3.6,-0.77,17863
Amerindian,Male,25.0,2.0,-0.77,17864
White,Male,38.0,3.6,-0.77,17865
White,Female,39.0,3.7,-0.77,17866
White,Female,42.0,3.6,-0.77,17867
Black,Male,27.0,2.8,-0.77,17868
White,Male,32.0,3.7,-0.77,17869
Puertorican,Male,31.0,3.3,-0.77,17870
Hispanic,Male,26.0,3.4,-0.77,17871
Black,Male,29.0,3.6,-0.77,17872
White,Female,40.0,3.2,-0.77,17873
Mexican,Female,35.0,3.0,-0.77,17874
White,Male,25.5,2.1,-0.77,17875
White,Male,35.0,3.6,-0.77,17876
Asian,Male,42.0,3.5,-0.77,17877
White,Male,43.0,3.4,-0.77,17878
Black,Male,31.0,2.9,-0.77,17879
White,Female,46.0,3.3,-0.77,17880
White,Female,32.0,3.2,-0.77,17881
White,Male,38.0,3.0,-0.77,17882
White,Male,40.0,3.0,-0.77,17883
White,Female,35.5,3.0,-0.77,17884
White,Male,33.0,3.1,-0.77,17885
White,Male,39.0,3.4,-0.77,17886
White,Female,36.5,3.2,-0.77,17887
Black,Female,20.0,2.7,-0.77,17888
White,Male,35.0,2.9,-0.77,17889
White,Male,36.0,3.1,-0.77,17890
White,Male,47.0,3.2,-0.77,17891
White,Male,37.0,2.5,-0.77,17892
White,Male,33.5,3.6,-0.77,17893
White,Female,39.0,2.8,-0.77,17894
Black,Female,20.0,3.1,-0.77,17895
White,Female,39.0,3.7,-0.77,17896
White,Male,38.0,3.2,-0.77,17897
White,Male,30.5,3.2,-0.77,17898
White,Female,37.0,2.7,-0.77,17899
White,Male,36.0,3.8,-0.77,17900
White,Female,32.0,3.6,-0.77,17901
White,Male,47.0,4.0,-0.78,17902
Black,Male,31.0,2.8,-0.78,17903
Asian,Female,42.0,3.4,-0.78,17904
White,Female,29.0,2.8,-0.78,17905
